ID,CATEGORY
14875,bulldozer
14876,nose
14877,harp
14878,laptop
14879,skyscraper
14880,harp
14881,penguin
14882,nose
14883,harp
14884,skyscraper
14885,hat
14886,bulldozer
14887,hat
14888,keyboard
14889,nose
14890,eyeglasses
14891,harp
14892,keyboard
14893,nose
14894,keyboard
14895,nose
14896,eyeglasses
14897,hat
14898,bulldozer
14899,hand
14900,violin
14901,trombone
14902,keyboard
14903,trombone
14904,nose
14905,violin
14906,hat
14907,keyboard
14908,hat
14909,hand
14910,bulldozer
14911,penguin
14912,nose
14913,harp
14914,hand
14915,eyeglasses
14916,harp
14917,harp
14918,keyboard
14919,eyeglasses
14920,eyeglasses
14921,eyeglasses
14922,nose
14923,penguin
14924,hand
14925,nose
14926,penguin
14927,laptop
14928,bulldozer
14929,bulldozer
14930,hand
14931,laptop
14932,hat
14933,trombone
14934,penguin
14935,harp
14936,nose
14937,nose
14938,banana
14939,banana
14940,bulldozer
14941,laptop
14942,skyscraper
14943,pig
14944,nose
14945,bulldozer
14946,bulldozer
14947,keyboard
14948,keyboard
14949,keyboard
14950,keyboard
14951,hand
14952,nose
14953,penguin
14954,bulldozer
14955,trombone
14956,hat
14957,harp
14958,nose
14959,skyscraper
14960,harp
14961,trombone
14962,bulldozer
14963,keyboard
14964,trombone
14965,trombone
14966,harp
14967,nose
14968,harp
14969,harp
14970,laptop
14971,hat
14972,skyscraper
14973,nose
14974,nose
14975,pig
14976,laptop
14977,trombone
14978,harp
14979,violin
14980,nose
14981,keyboard
14982,violin
14983,trombone
14984,skyscraper
14985,harp
14986,laptop
14987,skyscraper
14988,bulldozer
14989,skyscraper
14990,eyeglasses
14991,hat
14992,violin
14993,keyboard
14994,nose
14995,bulldozer
14996,eyeglasses
14997,hat
14998,bulldozer
14999,keyboard
15000,nose
15001,keyboard
15002,keyboard
15003,harp
15004,laptop
15005,bulldozer
15006,trombone
15007,keyboard
15008,violin
15009,keyboard
15010,bulldozer
15011,hand
15012,harp
15013,laptop
15014,bulldozer
15015,laptop
15016,skyscraper
15017,trombone
15018,bulldozer
15019,harp
15020,hand
15021,eyeglasses
15022,skyscraper
15023,nose
15024,pig
15025,pig
15026,violin
15027,penguin
15028,hat
15029,pig
15030,penguin
15031,laptop
15032,bulldozer
15033,pig
15034,keyboard
15035,eyeglasses
15036,bulldozer
15037,laptop
15038,harp
15039,eyeglasses
15040,skyscraper
15041,eyeglasses
15042,nose
15043,bulldozer
15044,harp
15045,nose
15046,penguin
15047,hat
15048,bulldozer
15049,bulldozer
15050,keyboard
15051,penguin
15052,keyboard
15053,eyeglasses
15054,keyboard
15055,skyscraper
15056,harp
15057,skyscraper
15058,skyscraper
15059,laptop
15060,hat
15061,harp
15062,nose
15063,eyeglasses
15064,laptop
15065,nose
15066,nose
15067,hand
15068,skyscraper
15069,hat
15070,laptop
15071,hand
15072,harp
15073,bulldozer
15074,laptop
15075,trombone
15076,bulldozer
15077,trombone
15078,pig
15079,nose
15080,nose
15081,hat
15082,pig
15083,trombone
15084,violin
15085,trombone
15086,bulldozer
15087,nose
15088,keyboard
15089,eyeglasses
15090,hat
15091,hat
15092,nose
15093,hand
15094,penguin
15095,pig
15096,hand
15097,harp
15098,skyscraper
15099,nose
15100,skyscraper
15101,trombone
15102,harp
15103,eyeglasses
15104,skyscraper
15105,bulldozer
15106,nose
15107,trombone
15108,penguin
15109,violin
15110,bulldozer
15111,bulldozer
15112,trombone
15113,penguin
15114,nose
15115,harp
15116,nose
15117,laptop
15118,skyscraper
15119,skyscraper
15120,nose
15121,nose
15122,harp
15123,hat
15124,hat
15125,penguin
15126,skyscraper
15127,hand
15128,penguin
15129,bulldozer
15130,pig
15131,pig
15132,pig
15133,penguin
15134,laptop
15135,penguin
15136,keyboard
15137,trombone
15138,bulldozer
15139,harp
15140,hat
15141,eyeglasses
15142,penguin
15143,penguin
15144,hand
15145,laptop
15146,hand
15147,banana
15148,skyscraper
15149,laptop
15150,eyeglasses
15151,skyscraper
15152,bulldozer
15153,hand
15154,hand
15155,laptop
15156,penguin
15157,hand
15158,foot
15159,laptop
15160,eyeglasses
15161,pig
15162,trombone
15163,penguin
15164,laptop
15165,skyscraper
15166,keyboard
15167,violin
15168,harp
15169,nose
15170,trombone
15171,trombone
15172,hat
15173,trombone
15174,skyscraper
15175,hat
15176,hat
15177,harp
15178,bulldozer
15179,trombone
15180,hat
15181,trombone
15182,laptop
15183,bulldozer
15184,skyscraper
15185,nose
15186,nose
15187,keyboard
15188,nose
15189,violin
15190,bulldozer
15191,penguin
15192,nose
15193,nose
15194,harp
15195,penguin
15196,penguin
15197,eyeglasses
15198,keyboard
15199,hand
15200,eyeglasses
15201,bulldozer
15202,penguin
15203,laptop
15204,laptop
15205,hand
15206,nose
15207,trombone
15208,eyeglasses
15209,skyscraper
15210,penguin
15211,keyboard
15212,foot
15213,nose
15214,hat
15215,skyscraper
15216,bulldozer
15217,pig
15218,harp
15219,hand
15220,violin
15221,harp
15222,penguin
15223,eyeglasses
15224,keyboard
15225,pig
15226,laptop
15227,nose
15228,hat
15229,penguin
15230,hand
15231,bulldozer
15232,keyboard
15233,bulldozer
15234,keyboard
15235,eyeglasses
15236,skyscraper
15237,nose
15238,skyscraper
15239,harp
15240,trombone
15241,eyeglasses
15242,bulldozer
15243,nose
15244,hat
15245,keyboard
15246,laptop
15247,eyeglasses
15248,hat
15249,bulldozer
15250,bulldozer
15251,hand
15252,nose
15253,laptop
15254,skyscraper
15255,trombone
15256,eyeglasses
15257,hat
15258,hat
15259,hand
15260,skyscraper
15261,nose
15262,harp
15263,nose
15264,trombone
15265,eyeglasses
15266,skyscraper
15267,violin
15268,nose
15269,laptop
15270,bulldozer
15271,bulldozer
15272,eyeglasses
15273,nose
15274,bulldozer
15275,hand
15276,trombone
15277,bulldozer
15278,bulldozer
15279,bulldozer
15280,nose
15281,hat
15282,banana
15283,penguin
15284,skyscraper
15285,hat
15286,bulldozer
15287,pig
15288,bulldozer
15289,penguin
15290,bulldozer
15291,pig
15292,trombone
15293,eyeglasses
15294,trombone
15295,harp
15296,hand
15297,hand
15298,hand
15299,keyboard
15300,foot
15301,keyboard
15302,eyeglasses
15303,trombone
15304,laptop
15305,laptop
15306,hand
15307,nose
15308,laptop
15309,hand
15310,laptop
15311,nose
15312,laptop
15313,penguin
15314,hat
15315,skyscraper
15316,trombone
15317,laptop
15318,harp
15319,laptop
15320,nose
15321,penguin
15322,trombone
15323,nose
15324,laptop
15325,eyeglasses
15326,keyboard
15327,skyscraper
15328,hand
15329,hat
15330,eyeglasses
15331,hat
15332,skyscraper
15333,pig
15334,skyscraper
15335,skyscraper
15336,hat
15337,bulldozer
15338,skyscraper
15339,harp
15340,pig
15341,pig
15342,laptop
15343,nose
15344,nose
15345,foot
15346,harp
15347,eyeglasses
15348,bulldozer
15349,harp
15350,skyscraper
15351,nose
15352,laptop
15353,keyboard
15354,keyboard
15355,harp
15356,bulldozer
15357,hand
15358,laptop
15359,bulldozer
15360,harp
15361,bulldozer
15362,nose
15363,keyboard
15364,penguin
15365,skyscraper
15366,eyeglasses
15367,hand
15368,keyboard
15369,violin
15370,penguin
15371,bulldozer
15372,hat
15373,bulldozer
15374,pig
15375,bulldozer
15376,hand
15377,bulldozer
15378,laptop
15379,keyboard
15380,eyeglasses
15381,bulldozer
15382,harp
15383,trombone
15384,harp
15385,nose
15386,keyboard
15387,trombone
15388,laptop
15389,hat
15390,keyboard
15391,harp
15392,eyeglasses
15393,trombone
15394,bulldozer
15395,violin
15396,hand
15397,hand
15398,nose
15399,nose
15400,skyscraper
15401,banana
15402,penguin
15403,nose
15404,nose
15405,hat
15406,eyeglasses
15407,laptop
15408,bulldozer
15409,nose
15410,bulldozer
15411,harp
15412,pig
15413,skyscraper
15414,bulldozer
15415,bulldozer
15416,skyscraper
15417,bulldozer
15418,nose
15419,trombone
15420,nose
15421,hat
15422,bulldozer
15423,harp
15424,eyeglasses
15425,hand
15426,hand
15427,trombone
15428,harp
15429,skyscraper
15430,pig
15431,hat
15432,nose
15433,skyscraper
15434,trombone
15435,violin
15436,nose
15437,nose
15438,trombone
15439,trombone
15440,hand
15441,laptop
15442,trombone
15443,penguin
15444,hand
15445,bulldozer
15446,nose
15447,skyscraper
15448,hat
15449,bulldozer
15450,violin
15451,harp
15452,harp
15453,bulldozer
15454,nose
15455,penguin
15456,hat
15457,laptop
15458,hat
15459,skyscraper
15460,nose
15461,pig
15462,laptop
15463,hat
15464,hand
15465,skyscraper
15466,hat
15467,trombone
15468,pig
15469,nose
15470,nose
15471,bulldozer
15472,trombone
15473,nose
15474,bulldozer
15475,bulldozer
15476,harp
15477,violin
15478,trombone
15479,hat
15480,hat
15481,nose
15482,trombone
15483,nose
15484,skyscraper
15485,bulldozer
15486,harp
15487,harp
15488,violin
15489,eyeglasses
15490,harp
15491,pig
15492,trombone
15493,keyboard
15494,laptop
15495,nose
15496,nose
15497,hand
15498,skyscraper
15499,laptop
15500,hand
15501,bulldozer
15502,hand
15503,hand
15504,trombone
15505,nose
15506,bulldozer
15507,penguin
15508,hand
15509,keyboard
15510,skyscraper
15511,trombone
15512,nose
15513,keyboard
15514,penguin
15515,laptop
15516,penguin
15517,violin
15518,skyscraper
15519,nose
15520,hat
15521,harp
15522,harp
15523,laptop
15524,pig
15525,bulldozer
15526,hat
15527,trombone
15528,bulldozer
15529,harp
15530,skyscraper
15531,nose
15532,violin
15533,pig
15534,skyscraper
15535,nose
15536,laptop
15537,pig
15538,keyboard
15539,hat
15540,eyeglasses
15541,keyboard
15542,nose
15543,nose
15544,harp
15545,laptop
15546,laptop
15547,pig
15548,eyeglasses
15549,penguin
15550,skyscraper
15551,skyscraper
15552,skyscraper
15553,skyscraper
15554,laptop
15555,harp
15556,hat
15557,nose
15558,trombone
15559,hand
15560,violin
15561,nose
15562,hat
15563,skyscraper
15564,skyscraper
15565,nose
15566,laptop
15567,laptop
15568,harp
15569,violin
15570,laptop
15571,penguin
15572,pig
15573,pig
15574,penguin
15575,pig
15576,hat
15577,laptop
15578,bulldozer
15579,bulldozer
15580,hat
15581,nose
15582,harp
15583,hat
15584,eyeglasses
15585,laptop
15586,skyscraper
15587,skyscraper
15588,hat
15589,pig
15590,laptop
15591,penguin
15592,hat
15593,hat
15594,skyscraper
15595,bulldozer
15596,violin
15597,skyscraper
15598,bulldozer
15599,laptop
15600,pig
15601,skyscraper
15602,harp
15603,eyeglasses
15604,bulldozer
15605,eyeglasses
15606,harp
15607,hand
15608,hand
15609,penguin
15610,skyscraper
15611,harp
15612,keyboard
15613,bulldozer
15614,bulldozer
15615,bulldozer
15616,nose
15617,bulldozer
15618,hat
15619,hat
15620,skyscraper
15621,skyscraper
15622,hand
15623,harp
15624,hat
15625,laptop
15626,keyboard
15627,hat
15628,bulldozer
15629,skyscraper
15630,nose
15631,eyeglasses
15632,hat
15633,bulldozer
15634,hat
15635,keyboard
15636,violin
15637,harp
15638,hand
15639,bulldozer
15640,skyscraper
15641,banana
15642,hand
15643,nose
15644,violin
15645,nose
15646,hand
15647,eyeglasses
15648,penguin
15649,nose
15650,hat
15651,laptop
15652,bulldozer
15653,bulldozer
15654,penguin
15655,hand
15656,hat
15657,penguin
15658,bulldozer
15659,violin
15660,penguin
15661,nose
15662,nose
15663,nose
15664,nose
15665,eyeglasses
15666,hat
15667,harp
15668,hat
15669,hat
15670,laptop
15671,laptop
15672,hat
15673,harp
15674,bulldozer
15675,skyscraper
15676,eyeglasses
15677,violin
15678,nose
15679,nose
15680,hat
15681,hand
15682,pig
15683,penguin
15684,harp
15685,hand
15686,laptop
15687,penguin
15688,violin
15689,bulldozer
15690,trombone
15691,harp
15692,bulldozer
15693,laptop
15694,hat
15695,violin
15696,bulldozer
15697,nose
15698,hand
15699,pig
15700,keyboard
15701,hand
15702,hand
15703,penguin
15704,nose
15705,eyeglasses
15706,keyboard
15707,nose
15708,hand
15709,skyscraper
15710,hand
15711,hand
15712,trombone
15713,nose
15714,penguin
15715,keyboard
15716,nose
15717,pig
15718,eyeglasses
15719,nose
15720,eyeglasses
15721,nose
15722,nose
15723,nose
15724,harp
15725,nose
15726,nose
15727,nose
15728,bulldozer
15729,skyscraper
15730,nose
15731,skyscraper
15732,eyeglasses
15733,banana
15734,nose
15735,trombone
15736,bulldozer
15737,penguin
15738,nose
15739,skyscraper
15740,nose
15741,nose
15742,bulldozer
15743,laptop
15744,keyboard
15745,penguin
15746,trombone
15747,hand
15748,laptop
15749,penguin
15750,harp
15751,nose
15752,trombone
15753,penguin
15754,eyeglasses
15755,penguin
15756,eyeglasses
15757,bulldozer
15758,hand
15759,violin
15760,skyscraper
15761,laptop
15762,eyeglasses
15763,penguin
15764,penguin
15765,penguin
15766,laptop
15767,penguin
15768,penguin
15769,keyboard
15770,nose
15771,nose
15772,trombone
15773,laptop
15774,trombone
15775,harp
15776,eyeglasses
15777,laptop
15778,eyeglasses
15779,hat
15780,eyeglasses
15781,penguin
15782,harp
15783,hand
15784,skyscraper
15785,laptop
15786,penguin
15787,hat
15788,skyscraper
15789,eyeglasses
15790,hat
15791,laptop
15792,bulldozer
15793,bulldozer
15794,eyeglasses
15795,nose
15796,nose
15797,nose
15798,hat
15799,skyscraper
15800,harp
15801,skyscraper
15802,laptop
15803,trombone
15804,bulldozer
15805,nose
15806,keyboard
15807,harp
15808,hat
15809,bulldozer
15810,bulldozer
15811,bulldozer
15812,hand
15813,harp
15814,skyscraper
15815,bulldozer
15816,violin
15817,trombone
15818,skyscraper
15819,nose
15820,skyscraper
15821,keyboard
15822,hand
15823,bulldozer
15824,nose
15825,foot
15826,skyscraper
15827,harp
15828,hand
15829,hand
15830,pig
15831,skyscraper
15832,nose
15833,harp
15834,violin
15835,penguin
15836,laptop
15837,hat
15838,laptop
15839,skyscraper
15840,penguin
15841,pig
15842,trombone
15843,trombone
15844,violin
15845,laptop
15846,penguin
15847,skyscraper
15848,skyscraper
15849,skyscraper
15850,nose
15851,penguin
15852,eyeglasses
15853,pig
15854,pig
15855,hat
15856,trombone
15857,bulldozer
15858,skyscraper
15859,harp
15860,violin
15861,trombone
15862,bulldozer
15863,hand
15864,harp
15865,eyeglasses
15866,keyboard
15867,harp
15868,bulldozer
15869,bulldozer
15870,hand
15871,bulldozer
15872,penguin
15873,laptop
15874,trombone
15875,nose
15876,nose
15877,bulldozer
15878,hat
15879,laptop
15880,nose
15881,eyeglasses
15882,hand
15883,nose
15884,trombone
15885,violin
15886,skyscraper
15887,nose
15888,nose
15889,laptop
15890,skyscraper
15891,keyboard
15892,hat
15893,harp
15894,keyboard
15895,laptop
15896,violin
15897,hand
15898,harp
15899,keyboard
15900,harp
15901,hat
15902,keyboard
15903,hand
15904,nose
15905,skyscraper
15906,bulldozer
15907,laptop
15908,hat
15909,banana
15910,laptop
15911,bulldozer
15912,skyscraper
15913,nose
15914,trombone
15915,violin
15916,banana
15917,nose
15918,trombone
15919,bulldozer
15920,hand
15921,hat
15922,penguin
15923,nose
15924,penguin
15925,bulldozer
15926,keyboard
15927,hat
15928,violin
15929,penguin
15930,skyscraper
15931,banana
15932,penguin
15933,banana
15934,eyeglasses
15935,hat
15936,keyboard
15937,trombone
15938,harp
15939,harp
15940,keyboard
15941,nose
15942,laptop
15943,nose
15944,hat
15945,bulldozer
15946,bulldozer
15947,bulldozer
15948,nose
15949,violin
15950,hat
15951,hat
15952,penguin
15953,hand
15954,nose
15955,violin
15956,foot
15957,eyeglasses
15958,trombone
15959,nose
15960,hat
15961,penguin
15962,hand
15963,nose
15964,skyscraper
15965,penguin
15966,nose
15967,penguin
15968,nose
15969,skyscraper
15970,bulldozer
15971,trombone
15972,pig
15973,hat
15974,hat
15975,pig
15976,keyboard
15977,skyscraper
15978,skyscraper
15979,laptop
15980,hand
15981,laptop
15982,hand
15983,laptop
15984,violin
15985,keyboard
15986,bulldozer
15987,nose
15988,penguin
15989,hat
15990,harp
15991,keyboard
15992,nose
15993,hat
15994,trombone
15995,hand
15996,keyboard
15997,nose
15998,trombone
15999,pig
16000,bulldozer
16001,eyeglasses
16002,penguin
16003,bulldozer
16004,nose
16005,harp
16006,skyscraper
16007,nose
16008,penguin
16009,laptop
16010,penguin
16011,penguin
16012,penguin
16013,keyboard
16014,hand
16015,bulldozer
16016,trombone
16017,harp
16018,hat
16019,hat
16020,skyscraper
16021,nose
16022,violin
16023,trombone
16024,laptop
16025,laptop
16026,bulldozer
16027,pig
16028,keyboard
16029,harp
16030,pig
16031,pig
16032,penguin
16033,laptop
16034,harp
16035,eyeglasses
16036,keyboard
16037,bulldozer
16038,laptop
16039,penguin
16040,penguin
16041,skyscraper
16042,trombone
16043,harp
16044,hat
16045,bulldozer
16046,skyscraper
16047,eyeglasses
16048,bulldozer
16049,laptop
16050,nose
16051,keyboard
16052,laptop
16053,hat
16054,hat
16055,harp
16056,bulldozer
16057,violin
16058,nose
16059,skyscraper
16060,nose
16061,nose
16062,keyboard
16063,hand
16064,eyeglasses
16065,nose
16066,hat
16067,pig
16068,skyscraper
16069,skyscraper
16070,skyscraper
16071,bulldozer
16072,pig
16073,keyboard
16074,hat
16075,nose
16076,hat
16077,bulldozer
16078,pig
16079,nose
16080,hand
16081,laptop
16082,eyeglasses
16083,bulldozer
16084,hand
16085,bulldozer
16086,keyboard
16087,nose
16088,bulldozer
16089,bulldozer
16090,keyboard
16091,bulldozer
16092,bulldozer
16093,bulldozer
16094,pig
16095,hat
16096,eyeglasses
16097,skyscraper
16098,bulldozer
16099,hat
16100,bulldozer
16101,eyeglasses
16102,nose
16103,banana
16104,keyboard
16105,nose
16106,hat
16107,hand
16108,hat
16109,penguin
16110,pig
16111,bulldozer
16112,nose
16113,nose
16114,bulldozer
16115,eyeglasses
16116,nose
16117,hand
16118,harp
16119,skyscraper
16120,bulldozer
16121,bulldozer
16122,hat
16123,keyboard
16124,harp
16125,laptop
16126,hand
16127,skyscraper
16128,eyeglasses
16129,keyboard
16130,skyscraper
16131,trombone
16132,keyboard
16133,bulldozer
16134,eyeglasses
16135,hand
16136,penguin
16137,laptop
16138,penguin
16139,banana
16140,hand
16141,bulldozer
16142,laptop
16143,bulldozer
16144,hat
16145,eyeglasses
16146,bulldozer
16147,bulldozer
16148,hand
16149,penguin
16150,harp
16151,bulldozer
16152,hand
16153,trombone
16154,penguin
16155,penguin
16156,hat
16157,bulldozer
16158,trombone
16159,hand
16160,laptop
16161,bulldozer
16162,hand
16163,nose
16164,bulldozer
16165,keyboard
16166,bulldozer
16167,keyboard
16168,hat
16169,harp
16170,keyboard
16171,hat
16172,banana
16173,nose
16174,laptop
16175,skyscraper
16176,bulldozer
16177,laptop
16178,hat
16179,pig
16180,hat
16181,nose
16182,bulldozer
16183,eyeglasses
16184,penguin
16185,laptop
16186,bulldozer
16187,nose
16188,keyboard
16189,trombone
16190,hand
16191,bulldozer
16192,penguin
16193,skyscraper
16194,keyboard
16195,harp
16196,skyscraper
16197,hand
16198,bulldozer
16199,nose
16200,banana
16201,keyboard
16202,keyboard
16203,nose
16204,skyscraper
16205,eyeglasses
16206,hat
16207,penguin
16208,eyeglasses
16209,skyscraper
16210,skyscraper
16211,hat
16212,laptop
16213,trombone
16214,hat
16215,harp
16216,bulldozer
16217,penguin
16218,hand
16219,banana
16220,hat
16221,harp
16222,nose
16223,trombone
16224,laptop
16225,laptop
16226,eyeglasses
16227,skyscraper
16228,bulldozer
16229,nose
16230,eyeglasses
16231,harp
16232,eyeglasses
16233,harp
16234,bulldozer
16235,nose
16236,keyboard
16237,nose
16238,hand
16239,hat
16240,bulldozer
16241,hand
16242,laptop
16243,skyscraper
16244,hand
16245,hand
16246,hand
16247,laptop
16248,hat
16249,penguin
16250,skyscraper
16251,nose
16252,harp
16253,bulldozer
16254,skyscraper
16255,bulldozer
16256,trombone
16257,nose
16258,penguin
16259,laptop
16260,hand
16261,skyscraper
16262,nose
16263,nose
16264,eyeglasses
16265,hat
16266,foot
16267,keyboard
16268,trombone
16269,trombone
16270,bulldozer
16271,trombone
16272,penguin
16273,eyeglasses
16274,nose
16275,banana
16276,nose
16277,penguin
16278,harp
16279,laptop
16280,trombone
16281,laptop
16282,hand
16283,nose
16284,nose
16285,skyscraper
16286,bulldozer
16287,trombone
16288,hat
16289,hat
16290,bulldozer
16291,laptop
16292,hand
16293,eyeglasses
16294,eyeglasses
16295,eyeglasses
16296,hat
16297,keyboard
16298,harp
16299,trombone
16300,hat
16301,penguin
16302,eyeglasses
16303,skyscraper
16304,harp
16305,skyscraper
16306,harp
16307,trombone
16308,laptop
16309,keyboard
16310,trombone
16311,penguin
16312,keyboard
16313,hat
16314,violin
16315,hat
16316,harp
16317,eyeglasses
16318,pig
16319,bulldozer
16320,keyboard
16321,hand
16322,hand
16323,eyeglasses
16324,violin
16325,hand
16326,hand
16327,penguin
16328,hand
16329,eyeglasses
16330,keyboard
16331,keyboard
16332,hand
16333,skyscraper
16334,bulldozer
16335,harp
16336,keyboard
16337,harp
16338,harp
16339,nose
16340,hand
16341,laptop
16342,hat
16343,trombone
16344,laptop
16345,penguin
16346,laptop
16347,skyscraper
16348,hand
16349,harp
16350,pig
16351,hat
16352,skyscraper
16353,penguin
16354,laptop
16355,hand
16356,bulldozer
16357,penguin
16358,bulldozer
16359,trombone
16360,bulldozer
16361,trombone
16362,pig
16363,hand
16364,keyboard
16365,bulldozer
16366,bulldozer
16367,pig
16368,skyscraper
16369,bulldozer
16370,keyboard
16371,harp
16372,pig
16373,hat
16374,violin
16375,hand
16376,skyscraper
16377,skyscraper
16378,hat
16379,eyeglasses
16380,harp
16381,trombone
16382,hat
16383,eyeglasses
16384,penguin
16385,skyscraper
16386,laptop
16387,pig
16388,hat
16389,penguin
16390,pig
16391,hand
16392,harp
16393,skyscraper
16394,bulldozer
16395,penguin
16396,violin
16397,bulldozer
16398,violin
16399,eyeglasses
16400,pig
16401,keyboard
16402,violin
16403,nose
16404,keyboard
16405,eyeglasses
16406,trombone
16407,hat
16408,trombone
16409,eyeglasses
16410,skyscraper
16411,hand
16412,harp
16413,penguin
16414,keyboard
16415,hat
16416,pig
16417,bulldozer
16418,nose
16419,hat
16420,nose
16421,skyscraper
16422,hat
16423,skyscraper
16424,skyscraper
16425,penguin
16426,laptop
16427,keyboard
16428,laptop
16429,harp
16430,nose
16431,nose
16432,nose
16433,harp
16434,bulldozer
16435,skyscraper
16436,laptop
16437,bulldozer
16438,laptop
16439,bulldozer
16440,laptop
16441,nose
16442,nose
16443,hand
16444,nose
16445,nose
16446,keyboard
16447,hat
16448,hand
16449,hand
16450,violin
16451,laptop
16452,bulldozer
16453,nose
16454,nose
16455,nose
16456,skyscraper
16457,bulldozer
16458,laptop
16459,harp
16460,keyboard
16461,violin
16462,bulldozer
16463,bulldozer
16464,nose
16465,skyscraper
16466,hand
16467,hand
16468,eyeglasses
16469,nose
16470,nose
16471,skyscraper
16472,violin
16473,bulldozer
16474,trombone
16475,nose
16476,bulldozer
16477,bulldozer
16478,violin
16479,pig
16480,pig
16481,hat
16482,violin
16483,trombone
16484,laptop
16485,nose
16486,violin
16487,hat
16488,nose
16489,laptop
16490,violin
16491,nose
16492,bulldozer
16493,laptop
16494,violin
16495,penguin
16496,hat
16497,keyboard
16498,bulldozer
16499,bulldozer
16500,violin
16501,penguin
16502,harp
16503,harp
16504,bulldozer
16505,bulldozer
16506,foot
16507,penguin
16508,banana
16509,trombone
16510,violin
16511,laptop
16512,hat
16513,trombone
16514,hand
16515,bulldozer
16516,keyboard
16517,eyeglasses
16518,bulldozer
16519,bulldozer
16520,skyscraper
16521,hat
16522,nose
16523,hand
16524,banana
16525,hat
16526,laptop
16527,penguin
16528,hand
16529,harp
16530,harp
16531,keyboard
16532,harp
16533,skyscraper
16534,penguin
16535,nose
16536,trombone
16537,keyboard
16538,laptop
16539,laptop
16540,trombone
16541,penguin
16542,trombone
16543,bulldozer
16544,hat
16545,violin
16546,laptop
16547,nose
16548,nose
16549,laptop
16550,violin
16551,bulldozer
16552,bulldozer
16553,nose
16554,pig
16555,hand
16556,foot
16557,penguin
16558,nose
16559,bulldozer
16560,penguin
16561,harp
16562,nose
16563,skyscraper
16564,nose
16565,violin
16566,harp
16567,hat
16568,keyboard
16569,bulldozer
16570,bulldozer
16571,penguin
16572,hat
16573,bulldozer
16574,skyscraper
16575,bulldozer
16576,bulldozer
16577,harp
16578,trombone
16579,laptop
16580,keyboard
16581,violin
16582,bulldozer
16583,penguin
16584,penguin
16585,hat
16586,bulldozer
16587,harp
16588,eyeglasses
16589,trombone
16590,skyscraper
16591,penguin
16592,violin
16593,hat
16594,eyeglasses
16595,violin
16596,trombone
16597,penguin
16598,nose
16599,skyscraper
16600,eyeglasses
16601,skyscraper
16602,hat
16603,hat
16604,trombone
16605,nose
16606,hand
16607,penguin
16608,penguin
16609,harp
16610,skyscraper
16611,hat
16612,harp
16613,violin
16614,nose
16615,eyeglasses
16616,banana
16617,penguin
16618,skyscraper
16619,skyscraper
16620,nose
16621,bulldozer
16622,penguin
16623,laptop
16624,skyscraper
16625,eyeglasses
16626,nose
16627,skyscraper
16628,bulldozer
16629,laptop
16630,skyscraper
16631,bulldozer
16632,skyscraper
16633,penguin
16634,skyscraper
16635,skyscraper
16636,keyboard
16637,nose
16638,trombone
16639,bulldozer
16640,skyscraper
16641,penguin
16642,skyscraper
16643,keyboard
16644,penguin
16645,hand
16646,bulldozer
16647,laptop
16648,nose
16649,nose
16650,skyscraper
16651,penguin
16652,hat
16653,hat
16654,skyscraper
16655,hat
16656,keyboard
16657,hat
16658,harp
16659,hand
16660,skyscraper
16661,nose
16662,hand
16663,penguin
16664,bulldozer
16665,laptop
16666,bulldozer
16667,bulldozer
16668,bulldozer
16669,nose
16670,bulldozer
16671,bulldozer
16672,harp
16673,bulldozer
16674,eyeglasses
16675,penguin
16676,eyeglasses
16677,hat
16678,hat
16679,violin
16680,bulldozer
16681,laptop
16682,nose
16683,bulldozer
16684,skyscraper
16685,trombone
16686,nose
16687,skyscraper
16688,trombone
16689,violin
16690,keyboard
16691,violin
16692,banana
16693,pig
16694,nose
16695,harp
16696,hat
16697,nose
16698,hand
16699,bulldozer
16700,keyboard
16701,keyboard
16702,laptop
16703,hat
16704,skyscraper
16705,laptop
16706,keyboard
16707,pig
16708,bulldozer
16709,penguin
16710,laptop
16711,eyeglasses
16712,penguin
16713,keyboard
16714,laptop
16715,skyscraper
16716,harp
16717,nose
16718,harp
16719,bulldozer
16720,hand
16721,bulldozer
16722,laptop
16723,nose
16724,harp
16725,keyboard
16726,hat
16727,hand
16728,harp
16729,trombone
16730,skyscraper
16731,keyboard
16732,skyscraper
16733,trombone
16734,keyboard
16735,keyboard
16736,eyeglasses
16737,keyboard
16738,penguin
16739,penguin
16740,banana
16741,keyboard
16742,hat
16743,penguin
16744,hat
16745,laptop
16746,trombone
16747,laptop
16748,hat
16749,hat
16750,laptop
16751,violin
16752,nose
16753,hat
16754,skyscraper
16755,keyboard
16756,harp
16757,keyboard
16758,keyboard
16759,penguin
16760,bulldozer
16761,penguin
16762,banana
16763,skyscraper
16764,pig
16765,keyboard
16766,laptop
16767,pig
16768,keyboard
16769,laptop
16770,hat
16771,hat
16772,hat
16773,bulldozer
16774,penguin
16775,trombone
16776,hat
16777,bulldozer
16778,trombone
16779,banana
16780,hat
16781,violin
16782,bulldozer
16783,skyscraper
16784,harp
16785,bulldozer
16786,penguin
16787,hat
16788,hat
16789,bulldozer
16790,banana
16791,hand
16792,skyscraper
16793,skyscraper
16794,trombone
16795,laptop
16796,eyeglasses
16797,harp
16798,laptop
16799,hand
16800,hat
16801,harp
16802,keyboard
16803,hand
16804,laptop
16805,eyeglasses
16806,penguin
16807,skyscraper
16808,bulldozer
16809,hand
16810,bulldozer
16811,penguin
